[
[0,0,0,0,0,0,1],
[1,0,0,0,0,0,1],
[0,1,0,0,0,0,1],
[0,0,1,0,0,0,1],
[0,0,0,1,0,0,1],
[1,0,0,1,0,0,1],
[0,1,0,1,0,0,1],
[0,0,1,1,0,0,1],
[0,0,0,0,1,0,1],
[1,0,0,0,1,0,1],
[0,1,0,0,1,0,1],
[0,0,1,0,1,0,1],
[0,0,0,0,0,1,1],
[1,0,0,0,0,1,1],
[0,1,0,0,0,1,1],
[0,0,1,0,0,1,1]
]

[
[1,0,2,3,5,4,6,7,9,8,10,11,13,12,14,15],
[0,2,1,3,4,6,5,7,8,10,9,11,12,14,13,15],
[0,1,3,2,4,5,7,6,8,9,11,10,12,13,15,14],
[4,5,6,7,0,1,2,3,8,9,10,11,12,13,14,15],
[0,1,2,3,8,9,10,11,4,5,6,7,12,13,14,15],
[0,1,2,3,4,5,6,7,12,13,14,15,8,9,10,11]
]
